id,nome,idade
1230,Usuario_1230,19
1231,Usuario_1231,60
1232,Usuario_1232,52
1233,Usuario_1233,53
1234,Usuario_1234,50
1235,Usuario_1235,43
1236,Usuario_1236,62
1237,Usuario_1237,62
1238,Usuario_1238,33
1239,Usuario_1239,34
1240,Usuario_1240,50
1241,Usuario_1241,21
1242,Usuario_1242,47
1243,Usuario_1243,39
1244,Usuario_1244,31
1245,Usuario_1245,28
1246,Usuario_1246,59
1247,Usuario_1247,69
1248,Usuario_1248,62
1249,Usuario_1249,56
1250,Usuario_1250,25
1251,Usuario_1251,22
1252,Usuario_1252,42
1253,Usuario_1253,28
1254,Usuario_1254,35
1255,Usuario_1255,38
1256,Usuario_1256,34
1257,Usuario_1257,43
1258,Usuario_1258,25
1259,Usuario_1259,61
1260,Usuario_1260,35
1261,Usuario_1261,51
1262,Usuario_1262,30
1263,Usuario_1263,43
1264,Usuario_1264,22
1265,Usuario_1265,36
1266,Usuario_1266,20
1267,Usuario_1267,65
1268,Usuario_1268,29
1269,Usuario_1269,23
1270,Usuario_1270,37
1271,Usuario_1271,38
1272,Usuario_1272,61
1273,Usuario_1273,60
1274,Usuario_1274,31
1275,Usuario_1275,57
1276,Usuario_1276,36
1277,Usuario_1277,54
1278,Usuario_1278,54
1279,Usuario_1279,40
1280,Usuario_1280,57
1281,Usuario_1281,35
1282,Usuario_1282,56
1283,Usuario_1283,43
1284,Usuario_1284,19
1285,Usuario_1285,39
1286,Usuario_1286,48
1287,Usuario_1287,39
1288,Usuario_1288,44
1289,Usuario_1289,67
1290,Usuario_1290,34
1291,Usuario_1291,67
1292,Usuario_1292,52
1293,Usuario_1293,45
1294,Usuario_1294,43
1295,Usuario_1295,46
1296,Usuario_1296,31
1297,Usuario_1297,50
1298,Usuario_1298,57
1299,Usuario_1299,31
1300,Usuario_1300,27
1301,Usuario_1301,44
1302,Usuario_1302,68
1303,Usuario_1303,49
1304,Usuario_1304,52
1305,Usuario_1305,38
1306,Usuario_1306,36
1307,Usuario_1307,57
1308,Usuario_1308,49
1309,Usuario_1309,26
1310,Usuario_1310,55
1311,Usuario_1311,59
1312,Usuario_1312,18
1313,Usuario_1313,38
1314,Usuario_1314,63
1315,Usuario_1315,29
1316,Usuario_1316,27
1317,Usuario_1317,46
1318,Usuario_1318,52
1319,Usuario_1319,70
1320,Usuario_1320,42
1321,Usuario_1321,41
1322,Usuario_1322,37
1323,Usuario_1323,41
1324,Usuario_1324,47
1325,Usuario_1325,62
1326,Usuario_1326,61
1327,Usuario_1327,31
1328,Usuario_1328,68
1329,Usuario_1329,32
1330,Usuario_1330,24
1331,Usuario_1331,28
1332,Usuario_1332,67
1333,Usuario_1333,47
1334,Usuario_1334,27
1335,Usuario_1335,56
1336,Usuario_1336,26
1337,Usuario_1337,55
1338,Usuario_1338,56
1339,Usuario_1339,42
1340,Usuario_1340,39
1341,Usuario_1341,26
1342,Usuario_1342,32
1343,Usuario_1343,42
1344,Usuario_1344,62
1345,Usuario_1345,38
1346,Usuario_1346,26
1347,Usuario_1347,62
1348,Usuario_1348,70
1349,Usuario_1349,57
1350,Usuario_1350,52
1351,Usuario_1351,45
1352,Usuario_1352,23
1353,Usuario_1353,41
1354,Usuario_1354,42
1355,Usuario_1355,63
1356,Usuario_1356,64
1357,Usuario_1357,34
1358,Usuario_1358,42
1359,Usuario_1359,27
1360,Usuario_1360,35
1361,Usuario_1361,29
1362,Usuario_1362,38
1363,Usuario_1363,36
1364,Usuario_1364,50
1365,Usuario_1365,38
1366,Usuario_1366,23
1367,Usuario_1367,44
1368,Usuario_1368,65
1369,Usuario_1369,41
1370,Usuario_1370,43
1371,Usuario_1371,25
1372,Usuario_1372,34
1373,Usuario_1373,49
1374,Usuario_1374,61
1375,Usuario_1375,51
1376,Usuario_1376,65
1377,Usuario_1377,32
1378,Usuario_1378,22
1379,Usuario_1379,35
1380,Usuario_1380,28
1381,Usuario_1381,34
1382,Usuario_1382,36
1383,Usuario_1383,57
1384,Usuario_1384,31
1385,Usuario_1385,40
1386,Usuario_1386,23
1387,Usuario_1387,28
1388,Usuario_1388,59
1389,Usuario_1389,66
1390,Usuario_1390,42
1391,Usuario_1391,44
1392,Usuario_1392,18
1393,Usuario_1393,43
1394,Usuario_1394,69
1395,Usuario_1395,34
1396,Usuario_1396,57
1397,Usuario_1397,23
1398,Usuario_1398,70
1399,Usuario_1399,61
1400,Usuario_1400,63
1401,Usuario_1401,23
1402,Usuario_1402,19
1403,Usuario_1403,54
1404,Usuario_1404,70
1405,Usuario_1405,33
1406,Usuario_1406,40
1407,Usuario_1407,31
1408,Usuario_1408,34
1409,Usuario_1409,68
1410,Usuario_1410,51
1411,Usuario_1411,31
1412,Usuario_1412,37
1413,Usuario_1413,50
1414,Usuario_1414,53
1415,Usuario_1415,68
1416,Usuario_1416,40
1417,Usuario_1417,18
1418,Usuario_1418,60
1419,Usuario_1419,64
1420,Usuario_1420,70
1421,Usuario_1421,42
1422,Usuario_1422,35
1423,Usuario_1423,39
1424,Usuario_1424,18
1425,Usuario_1425,69
1426,Usuario_1426,38
1427,Usuario_1427,47
1428,Usuario_1428,46
1429,Usuario_1429,24
1430,Usuario_1430,36
1431,Usuario_1431,18
1432,Usuario_1432,48
1433,Usuario_1433,40
1434,Usuario_1434,60
1435,Usuario_1435,47
1436,Usuario_1436,29
1437,Usuario_1437,60
1438,Usuario_1438,31
1439,Usuario_1439,35
1440,Usuario_1440,38
1441,Usuario_1441,30
1442,Usuario_1442,26
1443,Usuario_1443,38
1444,Usuario_1444,28
1445,Usuario_1445,18
1446,Usuario_1446,29
1447,Usuario_1447,54
1448,Usuario_1448,25
1449,Usuario_1449,37
1450,Usuario_1450,70
1451,Usuario_1451,32
1452,Usuario_1452,45
1453,Usuario_1453,56
1454,Usuario_1454,55
1455,Usuario_1455,19
1456,Usuario_1456,38
1457,Usuario_1457,68
1458,Usuario_1458,61
1459,Usuario_1459,20
1460,Usuario_1460,56
1461,Usuario_1461,50
1462,Usuario_1462,27
1463,Usuario_1463,26
1464,Usuario_1464,30
1465,Usuario_1465,42
1466,Usuario_1466,43
1467,Usuario_1467,68
1468,Usuario_1468,60
1469,Usuario_1469,57
1470,Usuario_1470,58
1471,Usuario_1471,25
1472,Usuario_1472,33
1473,Usuario_1473,53
1474,Usuario_1474,66
1475,Usuario_1475,46
1476,Usuario_1476,30
1477,Usuario_1477,62
1478,Usuario_1478,38
1479,Usuario_1479,52
1480,Usuario_1480,56
1481,Usuario_1481,33
1482,Usuario_1482,61
1483,Usuario_1483,61
1484,Usuario_1484,58
1485,Usuario_1485,44
1486,Usuario_1486,53
1487,Usuario_1487,29
1488,Usuario_1488,23
1489,Usuario_1489,29
1490,Usuario_1490,30
1491,Usuario_1491,21
1492,Usuario_1492,29
1493,Usuario_1493,27
1494,Usuario_1494,68
1495,Usuario_1495,51
1496,Usuario_1496,20
1497,Usuario_1497,39
1498,Usuario_1498,63
1499,Usuario_1499,19
1500,Usuario_1500,32
1501,Usuario_1501,59
1502,Usuario_1502,42
1503,Usuario_1503,65
1504,Usuario_1504,44
1505,Usuario_1505,30
1506,Usuario_1506,49
1507,Usuario_1507,30
1508,Usuario_1508,67
1509,Usuario_1509,57
1510,Usuario_1510,59
1511,Usuario_1511,55
1512,Usuario_1512,28
1513,Usuario_1513,38
1514,Usuario_1514,28
1515,Usuario_1515,66
1516,Usuario_1516,31
1517,Usuario_1517,39
1518,Usuario_1518,22
1519,Usuario_1519,24
1520,Usuario_1520,38
1521,Usuario_1521,58
1522,Usuario_1522,38
1523,Usuario_1523,47
1524,Usuario_1524,40
1525,Usuario_1525,43
1526,Usuario_1526,52
1527,Usuario_1527,22
1528,Usuario_1528,30
1529,Usuario_1529,57
1530,Usuario_1530,49
1531,Usuario_1531,27
1532,Usuario_1532,53
1533,Usuario_1533,70
1534,Usuario_1534,59
1535,Usuario_1535,65
1536,Usuario_1536,48
1537,Usuario_1537,65
1538,Usuario_1538,29
1539,Usuario_1539,45
1540,Usuario_1540,70
1541,Usuario_1541,54
1542,Usuario_1542,70
1543,Usuario_1543,66
1544,Usuario_1544,23
1545,Usuario_1545,59
1546,Usuario_1546,52
1547,Usuario_1547,49
1548,Usuario_1548,51
1549,Usuario_1549,65
1550,Usuario_1550,68
1551,Usuario_1551,35
1552,Usuario_1552,47
1553,Usuario_1553,50
1554,Usuario_1554,19
1555,Usuario_1555,27
1556,Usuario_1556,39
1557,Usuario_1557,45
1558,Usuario_1558,42
1559,Usuario_1559,60
1560,Usuario_1560,37
1561,Usuario_1561,36
1562,Usuario_1562,39
1563,Usuario_1563,34
1564,Usuario_1564,67
1565,Usuario_1565,42
1566,Usuario_1566,54
1567,Usuario_1567,25
1568,Usuario_1568,58
1569,Usuario_1569,37
1570,Usuario_1570,48
1571,Usuario_1571,43
1572,Usuario_1572,22
1573,Usuario_1573,60
1574,Usuario_1574,38
1575,Usuario_1575,38
1576,Usuario_1576,22
1577,Usuario_1577,37
1578,Usuario_1578,28
1579,Usuario_1579,66
1580,Usuario_1580,33
1581,Usuario_1581,29
1582,Usuario_1582,36
1583,Usuario_1583,33
1584,Usuario_1584,23
1585,Usuario_1585,67
1586,Usuario_1586,52
1587,Usuario_1587,34
1588,Usuario_1588,66
1589,Usuario_1589,52
1590,Usuario_1590,61
1591,Usuario_1591,67
1592,Usuario_1592,29
1593,Usuario_1593,18
1594,Usuario_1594,33
1595,Usuario_1595,25
1596,Usuario_1596,31
1597,Usuario_1597,50
1598,Usuario_1598,26
1599,Usuario_1599,44
1600,Usuario_1600,48
1601,Usuario_1601,45
1602,Usuario_1602,62
1603,Usuario_1603,29
1604,Usuario_1604,36
1605,Usuario_1605,29
1606,Usuario_1606,56
1607,Usuario_1607,55
1608,Usuario_1608,68
1609,Usuario_1609,40
1610,Usuario_1610,45
1611,Usuario_1611,61
1612,Usuario_1612,48
1613,Usuario_1613,29
1614,Usuario_1614,25
1615,Usuario_1615,21
1616,Usuario_1616,25
1617,Usuario_1617,44
1618,Usuario_1618,69
1619,Usuario_1619,62
1620,Usuario_1620,20
1621,Usuario_1621,41
1622,Usuario_1622,21
1623,Usuario_1623,65
1624,Usuario_1624,44
1625,Usuario_1625,50
1626,Usuario_1626,53
1627,Usuario_1627,57
1628,Usuario_1628,66
1629,Usuario_1629,21
1630,Usuario_1630,45
1631,Usuario_1631,33
1632,Usuario_1632,18
1633,Usuario_1633,40
1634,Usuario_1634,50
1635,Usuario_1635,18
1636,Usuario_1636,46
1637,Usuario_1637,56
1638,Usuario_1638,39
1639,Usuario_1639,58
1640,Usuario_1640,44
1641,Usuario_1641,20
1642,Usuario_1642,30
1643,Usuario_1643,33
1644,Usuario_1644,32
1645,Usuario_1645,55
1646,Usuario_1646,62
1647,Usuario_1647,29
1648,Usuario_1648,51
1649,Usuario_1649,37
1650,Usuario_1650,54
1651,Usuario_1651,23
1652,Usuario_1652,51
1653,Usuario_1653,18
1654,Usuario_1654,57
1655,Usuario_1655,23
1656,Usuario_1656,70
1657,Usuario_1657,68
1658,Usuario_1658,67
1659,Usuario_1659,25
1660,Usuario_1660,53
1661,Usuario_1661,21
1662,Usuario_1662,60
1663,Usuario_1663,66
1664,Usuario_1664,58
1665,Usuario_1665,57
1666,Usuario_1666,19
1667,Usuario_1667,44
1668,Usuario_1668,45
1669,Usuario_1669,53
1670,Usuario_1670,50
1671,Usuario_1671,61
1672,Usuario_1672,68
1673,Usuario_1673,39
1674,Usuario_1674,45
1675,Usuario_1675,56
1676,Usuario_1676,36
1677,Usuario_1677,30
1678,Usuario_1678,61
1679,Usuario_1679,37
1680,Usuario_1680,32
1681,Usuario_1681,39
1682,Usuario_1682,20
1683,Usuario_1683,41
1684,Usuario_1684,42
1685,Usuario_1685,65
1686,Usuario_1686,49
1687,Usuario_1687,52
1688,Usuario_1688,23
1689,Usuario_1689,70
1690,Usuario_1690,48
1691,Usuario_1691,50
1692,Usuario_1692,44
1693,Usuario_1693,67
1694,Usuario_1694,38
1695,Usuario_1695,56
1696,Usuario_1696,22
1697,Usuario_1697,19
1698,Usuario_1698,32
1699,Usuario_1699,38
1700,Usuario_1700,66
1701,Usuario_1701,54
1702,Usuario_1702,20
1703,Usuario_1703,53
1704,Usuario_1704,52
1705,Usuario_1705,61
1706,Usuario_1706,28
1707,Usuario_1707,27
1708,Usuario_1708,28
1709,Usuario_1709,57
1710,Usuario_1710,62
1711,Usuario_1711,62
1712,Usuario_1712,41
1713,Usuario_1713,38
1714,Usuario_1714,56
1715,Usuario_1715,66
1716,Usuario_1716,46
1717,Usuario_1717,56
1718,Usuario_1718,63
1719,Usuario_1719,70
1720,Usuario_1720,62
1721,Usuario_1721,69
1722,Usuario_1722,22
1723,Usuario_1723,58
1724,Usuario_1724,39
1725,Usuario_1725,59
1726,Usuario_1726,29
1727,Usuario_1727,70
1728,Usuario_1728,25
1729,Usuario_1729,29
1730,Usuario_1730,34
1731,Usuario_1731,62
1732,Usuario_1732,27
1733,Usuario_1733,58
1734,Usuario_1734,19
1735,Usuario_1735,67
1736,Usuario_1736,58
1737,Usuario_1737,46
1738,Usuario_1738,24
1739,Usuario_1739,60
1740,Usuario_1740,45
1741,Usuario_1741,23
1742,Usuario_1742,51
1743,Usuario_1743,47
1744,Usuario_1744,41
1745,Usuario_1745,69
1746,Usuario_1746,31
1747,Usuario_1747,31
1748,Usuario_1748,38
1749,Usuario_1749,66
1750,Usuario_1750,65
1751,Usuario_1751,68
1752,Usuario_1752,56
1753,Usuario_1753,24
1754,Usuario_1754,36
1755,Usuario_1755,57
1756,Usuario_1756,47
1757,Usuario_1757,61
1758,Usuario_1758,23
1759,Usuario_1759,65
1760,Usuario_1760,36
1761,Usuario_1761,69
1762,Usuario_1762,29
1763,Usuario_1763,27
1764,Usuario_1764,65
1765,Usuario_1765,60
1766,Usuario_1766,56
1767,Usuario_1767,55
1768,Usuario_1768,34
1769,Usuario_1769,67
1770,Usuario_1770,25
1771,Usuario_1771,64
1772,Usuario_1772,20
1773,Usuario_1773,34
1774,Usuario_1774,21
1775,Usuario_1775,60
1776,Usuario_1776,19
1777,Usuario_1777,43
1778,Usuario_1778,35
1779,Usuario_1779,26
1780,Usuario_1780,64
1781,Usuario_1781,69
1782,Usuario_1782,44
1783,Usuario_1783,44
1784,Usuario_1784,25
1785,Usuario_1785,62
1786,Usuario_1786,26
1787,Usuario_1787,33
1788,Usuario_1788,31
1789,Usuario_1789,55
1790,Usuario_1790,31
1791,Usuario_1791,66
1792,Usuario_1792,40
1793,Usuario_1793,34
1794,Usuario_1794,38
1795,Usuario_1795,60
1796,Usuario_1796,44
1797,Usuario_1797,54
1798,Usuario_1798,47
1799,Usuario_1799,67
1800,Usuario_1800,37
1801,Usuario_1801,24
1802,Usuario_1802,56
1803,Usuario_1803,43
1804,Usuario_1804,20
1805,Usuario_1805,24
1806,Usuario_1806,56
1807,Usuario_1807,61
1808,Usuario_1808,55
1809,Usuario_1809,53
1810,Usuario_1810,51
1811,Usuario_1811,23
1812,Usuario_1812,59
1813,Usuario_1813,22
1814,Usuario_1814,38
1815,Usuario_1815,63
1816,Usuario_1816,68
1817,Usuario_1817,51
1818,Usuario_1818,22
1819,Usuario_1819,47
1820,Usuario_1820,66
1821,Usuario_1821,69
1822,Usuario_1822,59
1823,Usuario_1823,38
1824,Usuario_1824,50
1825,Usuario_1825,67
1826,Usuario_1826,54
1827,Usuario_1827,66
1828,Usuario_1828,41
1829,Usuario_1829,20
1830,Usuario_1830,69
1831,Usuario_1831,43
1832,Usuario_1832,42
1833,Usuario_1833,34
1834,Usuario_1834,40
1835,Usuario_1835,30
1836,Usuario_1836,48
1837,Usuario_1837,57
1838,Usuario_1838,66
1839,Usuario_1839,60
1840,Usuario_1840,23
1841,Usuario_1841,20
1842,Usuario_1842,31
1843,Usuario_1843,46
1844,Usuario_1844,54
1845,Usuario_1845,34
1846,Usuario_1846,28
1847,Usuario_1847,62
1848,Usuario_1848,58
1849,Usuario_1849,40
1850,Usuario_1850,25
1851,Usuario_1851,70
1852,Usuario_1852,19
1853,Usuario_1853,31
1854,Usuario_1854,18
1855,Usuario_1855,30
1856,Usuario_1856,45
1857,Usuario_1857,45
1858,Usuario_1858,39
1859,Usuario_1859,19
1860,Usuario_1860,18
1861,Usuario_1861,19
1862,Usuario_1862,38
1863,Usuario_1863,39
1864,Usuario_1864,51
1865,Usuario_1865,62
1866,Usuario_1866,69
1867,Usuario_1867,59
1868,Usuario_1868,52
1869,Usuario_1869,50
1870,Usuario_1870,21
1871,Usuario_1871,47
1872,Usuario_1872,56
1873,Usuario_1873,28
1874,Usuario_1874,65
1875,Usuario_1875,65
1876,Usuario_1876,65
1877,Usuario_1877,55
1878,Usuario_1878,65
1879,Usuario_1879,67
1880,Usuario_1880,66
1881,Usuario_1881,54
1882,Usuario_1882,51
1883,Usuario_1883,35
1884,Usuario_1884,53
1885,Usuario_1885,56
1886,Usuario_1886,65
1887,Usuario_1887,34
1888,Usuario_1888,38
1889,Usuario_1889,21
1890,Usuario_1890,66
1891,Usuario_1891,22
1892,Usuario_1892,44
1893,Usuario_1893,31
1894,Usuario_1894,48
1895,Usuario_1895,26
1896,Usuario_1896,34
1897,Usuario_1897,40
1898,Usuario_1898,67
1899,Usuario_1899,21
1900,Usuario_1900,37
1901,Usuario_1901,50
1902,Usuario_1902,38
1903,Usuario_1903,55
1904,Usuario_1904,61
1905,Usuario_1905,45
1906,Usuario_1906,69
1907,Usuario_1907,35
1908,Usuario_1908,23
1909,Usuario_1909,32
1910,Usuario_1910,35
1911,Usuario_1911,37
1912,Usuario_1912,52
1913,Usuario_1913,66
1914,Usuario_1914,32
1915,Usuario_1915,30
1916,Usuario_1916,66
1917,Usuario_1917,51
1918,Usuario_1918,57
1919,Usuario_1919,36
1920,Usuario_1920,50
1921,Usuario_1921,60
1922,Usuario_1922,50
1923,Usuario_1923,59
1924,Usuario_1924,52
1925,Usuario_1925,59
1926,Usuario_1926,45
1927,Usuario_1927,29
1928,Usuario_1928,48
1929,Usuario_1929,61
1930,Usuario_1930,66
1931,Usuario_1931,21
1932,Usuario_1932,60
1933,Usuario_1933,47
1934,Usuario_1934,40
1935,Usuario_1935,18
1936,Usuario_1936,62
1937,Usuario_1937,50
1938,Usuario_1938,25
1939,Usuario_1939,20
1940,Usuario_1940,26
1941,Usuario_1941,63
1942,Usuario_1942,25
1943,Usuario_1943,50
1944,Usuario_1944,22
1945,Usuario_1945,32
1946,Usuario_1946,20
1947,Usuario_1947,57
1948,Usuario_1948,39
1949,Usuario_1949,23
1950,Usuario_1950,53
1951,Usuario_1951,39
1952,Usuario_1952,27
1953,Usuario_1953,25
1954,Usuario_1954,35
1955,Usuario_1955,53
1956,Usuario_1956,20
1957,Usuario_1957,56
1958,Usuario_1958,61
1959,Usuario_1959,35
1960,Usuario_1960,62
1961,Usuario_1961,62
1962,Usuario_1962,30
1963,Usuario_1963,55
1964,Usuario_1964,55
1965,Usuario_1965,70
1966,Usuario_1966,63
1967,Usuario_1967,68
1968,Usuario_1968,23
1969,Usuario_1969,56
1970,Usuario_1970,20
1971,Usuario_1971,69
1972,Usuario_1972,33
1973,Usuario_1973,54
1974,Usuario_1974,38
1975,Usuario_1975,47
1976,Usuario_1976,65
1977,Usuario_1977,42
1978,Usuario_1978,40
1979,Usuario_1979,54
1980,Usuario_1980,43
1981,Usuario_1981,24
1982,Usuario_1982,28
1983,Usuario_1983,40
1984,Usuario_1984,46
1985,Usuario_1985,23
1986,Usuario_1986,45
1987,Usuario_1987,68
1988,Usuario_1988,69
1989,Usuario_1989,33
1990,Usuario_1990,22
1991,Usuario_1991,44
1992,Usuario_1992,21
1993,Usuario_1993,29
1994,Usuario_1994,42
1995,Usuario_1995,53
1996,Usuario_1996,44
1997,Usuario_1997,20
1998,Usuario_1998,26
1999,Usuario_1999,22
2000,Usuario_2000,44
