id,titulo,duracao,ano,artista_id,genero_id
13220,Philly Twist (Remastered 2014),337,1964,4657,3
13221,Una Mas (One More Time) [Remastered 2014],915,1964,4657,3
13222,Save the Best for Last,218,1991,4662,3
13223,Somebody That I Used to Know,129,2000,89,3
13224,I Love the Dough (feat. JAY-Z & Angela Winbush) [Amended],340,1997,634,3
13225,The Sheriff,554,2014,4663,3
13226,Night Watch (Remastered 2014),344,1964,4657,3
13227,Kiki’s Delivery Service - On a Clear Day,203,2017,461,3
13228,When There Is No Sun,275,1977,4664,3
13229,Hongry Child,367,1958,4665,3
13230,Drunk in Love (Instrumental),250,2015,4520,3
13231,Whistle Stop (Remastered 2014),354,2000,4657,3
13232,"Departure (From ""Kiki's Delivery Service"") [Sleep]",112,2023,4666,3
13233,Jazz City Blues,251,2014,4667,3
13234,"Heartbroken Kiki (From ""Kiki's Delivery Service"") [Instrumental]",98,2023,4666,3
13235,"Heartbroken Kiki (From ""Kiki's Delivery Service"") [Sleep]",68,2023,4666,3
13236,Where Do I Begin,416,1997,4668,3
13237,Jazz,251,2015,4669,3
13238,I'll Write a Song for You,324,1977,4138,3
13239,The Thrill Is Gone,167,1955,3015,3
13240,Daughter,295,2017,4670,3
13241,2014,1965,2016,4671,3
13242,"Baby, Please Don't Go",197,1953,4672,3
13243,"2014 (feat. Rocco Di Maiolo, Tommy De Paola, Gennaro Di Costanzo & Enzo De Rosa)",298,2014,4673,3
13244,Guitar & Saxophone (Erotic Music),339,2014,4639,3
13245,Musica Sensual (Acoustic Guitar),265,2014,4639,3
13246,Everybody Wants To Rule The World (feat. Lalah Hathaway & Common),341,2022,4603,3
13247,"Atchafalaya (Live From Dordrecht, Het Energiehuis / 2014)",364,2015,4674,3
13248,"Here We Go Again, Pts. 1 & 2",456,1980,1426,3
13249,Bar Music (Dance Music),298,2014,4639,3
13250,Dream On (feat. Morgan James),298,2016,4562,3
13251,"Flight (Live From Dordrecht, Het Energiehuis / 2014)",362,2015,4674,3
13252,"An Unusual Painting (From ""Kiki's Delivery Service"") [Piano]",73,2023,4675,3
13253,The New East St. Louis Toodle-Oo,209,1956,4676,3
13254,Latin Rhythm (Sax),174,2014,4639,3
13255,"A Town With an Ocean View / Journey (From ""Kiki's Delivery Service"") [Live at Seoul Arts Center, Seoul, 2018 (2018 Remastered Version)]",324,2020,4460,3
13256,Everybody Wants To Rule The World (feat. Lalah Hathaway & Common),341,2022,4603,3
13257,Relax (Latin Dance),297,2014,4639,3
13258,Symphonic Suite “Kiki’s Delivery Service”: On a Clear Day - A Town with an Ocean View (Live In Japan / 2019),280,2020,4677,3
13259,"The Clearing (Live From Dordrecht, Het Energiehuis / 2014)",1162,2015,4674,3
13260,Smooth Jazz Bossanova (Restaurant Music),280,2014,4639,3
13261,Wallflower (Live / 2014),189,2015,4678,3
13262,Come Back To Me (1967 Recording),136,2009,4679,3
13263,Sunset (Remastered 2014),379,1961,4657,3
13264,"An Unusual Painting (From ""Kiki's Delivery Service"")",76,2023,4680,3
13265,"A Town With an Ocean View (From ""Kiki's Delivery Service"")",84,2023,4680,3
13266,Symphonic Suite “Kiki’s Delivery Service”: Mother’s Broom (Live In Japan / 2019),215,2020,4677,3
13267,Sax Romantic Songs (Smooth Music),300,2014,4639,3
13268,Bossa Nova,299,2014,4639,3
13269,Musique erotique (Soft Jazz),299,2014,4645,3
13270,Piano Instrumentals (Lounge Music),341,2014,4639,3
13271,2014,73,2023,4681,3
13272,Five Little Monkeys Jumping on the Bed (2014 Version),141,2010,587,3
13273,Relaxation (Easy Listening),318,2014,4639,3
13274,Sorry Seems To Be the Hardest Word (Live / 2014),224,2015,4678,3
13275,I Will Survive (feat. Mario Jose),184,2019,4682,3
13276,"Sintra (Live From Dordrecht, Het Energiehuis / 2014)",212,2015,4674,3
13277,Nightlife (Relaxing Music),341,2014,4639,3
13278,"The Curtain - Live From Dordrecht, Het Energiehuis / 2014 (Bonus Version)",880,2015,4674,3
13279,"Gretel (Live From Dordrecht, Het Energiehuis / 2014)",260,2015,4674,3
13280,Bennie and the Jets (feat. Aubrey Logan),254,2019,4562,3
13281,In a Mellow Tone,173,1956,4676,3
13282,Erotica (Sexy Guitar Music),341,2014,4639,3
13283,"A Town With an Ocean View (From ""Kiki's Delivery Service"")",86,2023,4680,3
13284,Sexy Songs (Sexy Music),178,2014,4639,3
13285,Sensualidade (Soothing Music),317,2014,4639,3
13286,Chillax (Cocktail Party),322,2014,4639,3
13287,Bossanova (Jazz Music),286,2014,4639,3
13288,Bosa Nova (Grip a Drink),170,2014,4639,3
13289,Cotton Tail,174,1956,4676,3
13290,Chill Out Relaxation (Dinner Music),340,2014,4639,3
13291,I Can't Get Started,266,1956,4676,3
13292,Symphonic Suite “Kiki’s Delivery Service”: The Baker’s Assistant - Starting the Job (Live In Japan / 2019),134,2020,4677,3
13293,Ballroom Music (Saxophones),261,2014,4639,3
13294,"The Curtain (Live From Dordrecht, Het Energiehuis / 2014)",909,2015,4674,3
13295,The Worst (Live At Capitol Studios / 2014),321,2015,4603,3
13296,Intimidade (Musica para Hacer el Amor),310,2014,4639,3
13297,Sensuality (Latin Music),279,2014,4639,3
13298,"Arnge Drank ""Orange Juice With Attitude!"" (Live)",340,2015,4683,3
13299,Danza 2014,278,2020,4684,3
13300,I Will Survive,240,2006,4685,3
13301,Middle Jazz (2013 Remastered Version),253,1960,4686,3
13302,Lay Me Down,253,2013,1059,3
13303,Skating,145,1965,4364,3
13304,Time After Time,243,1984,4687,3
13305,Lullaby of Birdland,290,1956,722,3
13306,"Baby, It's Cold Outside (with Dorothy Kirsten)",137,1983,3986,3
13307,Blue Velvet (2013 Remastered Version),171,1963,4688,3
13308,Fascinating Rhythm,147,1956,722,3
13309,Untukmu Indonesia (Live in Java Jazz 2013),393,2020,4689,3
13310,Fatnick Jazz (2013),154,2006,4690,3
13311,Marshmallow World (2013 Remastered Version),129,1964,4691,3
13312,Here and Now,322,1989,972,3
13313,Lulu's Back in Town,185,1956,722,3
13314,Time After Time,241,1983,4687,3
13315,Persiapkan Dirimu (Live in Java Jazz 2013),376,2020,4689,3
13316,Sampai Batas Waktu (Live in Java Jazz 2013),234,2020,4689,3
13317,Killer Joe,311,1969,4692,3
13318,Dia (Live in Java Jazz 2013),438,2020,4689,3
13319,Resurrection (Live in Java Jazz 2013),394,2020,4689,3
13320,Hope (Live in Java Jazz 2013),341,2020,4689,3
13321,Walking In Space,724,1969,4692,3
13322,Stand out (Live in Java Jazz 2013),293,2020,4689,3
13323,Oh Happy Day,216,1969,4692,3
13324,Kau (Live in Java Jazz 2013),213,2020,4689,3
13325,"Slow Jams (feat. Babyface, Tamia, Portrait & Barry White)",450,1995,4692,3
13326,Selalu Ada Harapan (Live in Java Jazz 2013),374,2020,4689,3
13327,Time After Time,189,1993,3986,3
13328,Time After Time,237,1983,4687,3
13329,Je te laisserai des mots (Piano),122,2025,4693,3
13330,Interwomen,171,2013,4694,3
13331,Edge of Love,144,1954,4695,3
13332,Bahagia Bersamamu (Live in Java Jazz 2013),362,2020,4689,3
13333,Ku Bersaksi (Live in Java Jazz 2013),256,2020,4689,3
13334,Sahabat (Live in Java Jazz 2013),311,2020,4689,3
13335,Things Are Getting Better (feat. Milt Jackson),433,1958,4328,3
13336,Stormy Weather,199,1954,4696,3
13337,Best of 2013 Mash-Up,252,2013,2999,3
13338,Kar'na Dirimu (Live in Java Jazz 2013),304,2020,4689,3
13339,Almost Like Being in Love (2013 - Remaster),240,1955,4697,3
13340,Time After Time,165,1954,4291,3
13341,Love and Peace,348,1969,4692,3
13342,I'm Glad There Is You,150,1955,4351,3
13343,Time After Time,239,1983,4687,3
13344,Forward Flight,379,1961,4698,3
13345,A Little Rainy,189,2014,4699,3
13346,Time After Time,166,1954,4291,3
13347,Down in the Depths on the 90th Floor,178,1955,4351,3
13348,2013,92,2025,4700,3
13349,Ouin-Ouin (2013 Remastered Version),258,1960,4686,3
13350,Dead End,235,1969,4692,3
13351,Continental,169,2014,4701,3
13352,Sans toi,246,2012,4702,3
13353,I Love to Watch the Moonlight,170,1956,722,3
13354,Mellow Madness (feat. Paulette McWilliams),208,1975,4692,3
13355,Time After Time,248,1999,4703,3
13356,I See Your Face Before Me,214,1955,4351,3
13357,Time After Time,179,2003,222,3
13358,I Never Told You,258,1969,4692,3
13359,Emmène moi,326,2012,4704,3
13360,Centro San Augustin (2012 - Remaster),334,1976,4705,3
13361,"Les roses de Saadi (Live at Gaume Jazz 2013) [feat. Laurent Blondiau, Grégoire Tirtiaux, Gregor Siedl, Benjamin Sauzerea, Manolo Cabras & Joao Lobo]",728,2014,4706,3
13362,Faraon (2013 Remaster),77,2013,716,3
13363,Arabesque 3 (2013 Remaster),159,2013,716,3
13364,My Favorite Things,182,2013,4707,3
13365,Rue Casimir Delavigne (For Daniel Lentz) [2013 Remaster],323,2013,716,3
13366,Time After Time,314,1997,4708,3
13367,Fallin in Love,291,2012,4709,3
13368,Let's Do It Now (feat. Nelson Freitas),247,2012,4710,3
13369,They Can't Take That Away From Me,181,1956,722,3
13370,Is It Love That We're Missin' (feat. George Johnson),220,1975,4692,3
13371,As Long as I Can Hold My Breath (2013 Remaster),225,2013,716,3
13372,Arabesque 2 (2013 Remaster),180,2013,716,3
13373,La vie va donner (feat. Passi),252,2012,4711,3
13374,It's Steeper Near the Roses (For David Sylvian) [2013 Remaster],62,2005,716,3
13375,Je t'oublierai (Single),257,2012,4712,3
13376,L'enfant Perdu (2013 Remaster),133,2013,716,3
13377,Déja-vu,258,2012,4713,3
13378,Time After Time,208,1996,3986,3
13379,Kutuzov Avenue (Live),682,2015,4714,3
13380,Dog's Funk (Live),557,2015,4714,3
13381,A Walk in the Park with Nancy (In Memory) [2013 Remaster],357,2005,716,3
13382,How Vacantly You Stare at Me (2013 Remaster),236,2013,716,3
13383,Dusty Blue,173,1961,4715,3
13384,Three Faces West (Billy Al Bengston's) [2013 Remaster],169,2005,716,3
13385,Chrysalis Nu (To Barney's Memory) [2013 Remaster],118,2005,716,3
13386,Groovin' High,322,1958,4716,3
13387,Si ou enmé mwen,265,2011,4717,3
13388,Toi,244,2012,4718,3
13389,Here I Am To Worship,245,2011,4719,3
13390,T'aimer encore (feat. Rickwel),245,2012,4720,3
13391,Pause kizomba,205,2012,4721,3
13392,Entre toi et moi (2012),245,2012,4722,3
13393,"My Cherie Amour (feat. Leon Ware, Minnie Riperton & Paulette McWilliams)",324,1975,4692,3
13394,Arabesque 1 (2013 Remaster),112,2005,716,3
13395,Not Mine,180,1955,4723,3
13396,58… (Live),457,2015,4714,3
13397,San Francisco Holiday,290,2014,4546,3
13398,Porcelain Ginger (2013 Remaster),118,2013,716,3
13399,Conte de fée,231,2012,4724,3
13400,Fais ton choix,218,2012,4725,3
13401,Bluesette,420,1975,4692,3
13402,Shiftful (2013 - Remaster),223,1955,4726,3
13403,"The Nutcracker, Op. 71, TH 14: Overture (Live at Walt Disney Concert Hall, Los Angeles / 2013)",194,2018,4727,3
13404,Time After Time,208,1996,3986,3
13405,Blues Oriental,305,1958,4716,3
13406,As Long as I Can Hold My Breath (By Night),4168,2005,716,3
13407,The Lady Is a Tramp,167,1956,722,3
13408,C'est toi,276,2012,4728,3
13409,I'll Follow You,213,1956,4351,3
13410,The Sound of Music,186,2013,389,3
13411,Jusqu'au bout,230,2012,4729,3
13412,Maman,294,2011,4710,3
13413,I'm Glad There Is You (2013 - Remaster),150,1955,4351,3
13414,I Fall In Love Too Easily,144,1955,4351,3
13415,Je reviendrai (feat. Médhy Custos),242,2010,4730,3
13416,Peu importe ton passé,269,2012,4731,3
13417,Vini dou,266,2011,4732,3
13418,Tomber Love,203,2012,4733,3
13419,Bats toi,234,2012,4734,3
13420,2013,147,2024,4735,3
13421,Immunity (Remaster 2023),596,2013,4736,3
13422,Moonlight in Vermont,188,1955,4351,3
13423,Dans la peau,269,2012,4737,3
13424,We'll Be Together Again,181,1955,4351,3
13425,Excusez-Moi... (Live),590,2015,4714,3
13426,Tempo sucré,266,2012,4738,3
13427,Flowers for a Lady,267,1955,4739,3
13428,J'attends son appel,229,2012,4740,3
13429,Thrice Upon a Theme,406,1954,4696,3
13430,Dee Dee (2013 - Remaster),326,1961,4741,3
13431,Ti soleil,208,2012,4742,3
13432,Love and the Weather,250,1957,4429,3
13433,Memories of You,265,1957,4696,3
13434,Along Came Betty (Remastered 2013),369,1958,4743,3
13435,If I Should Lose You,315,1961,4698,3
13436,Serves Me Right (Take 5),290,1958,4716,3
13437,What Is There to Say?,169,1955,4351,3
13438,Trictatism,161,1954,4695,3
13439,Touch Me,245,2012,4744,3
13440,Something's Gotta Give,236,1956,722,3
13441,East Coasting,310,1957,4696,3
13442,Ain't Misbehavin',169,1955,4351,3
13443,"Dearly Beloved (From ""Kingdom Hearts"") [2013]",576,2013,4745,3
13444,Sidewalks of New York (Take 5),420,1958,4716,3
13445,September Song,231,1955,4351,3
13446,Somebody That I Used to Know (feat. Hannah Gill),208,2017,4562,3
13447,When the Sun Comes Out,198,1956,722,3
13448,They Didn't Believe Me,155,1955,4351,3
13449,Better Together (Live),206,2014,402,3
13450,I'll Remember April,191,1955,4351,3
13451,Just One of Those Things,409,1958,4716,3
13452,Time After Time,465,1963,4429,3
13453,Sounds For Sid,387,1958,4716,3
13454,Beautiful Black Girl (feat. The Watts Prophets),370,1975,4692,3
13455,I Like to Recognize the Tune,194,1956,722,3
13456,A Few Words,44,1958,4716,3
13457,Listen (What It Is) [feat. George Johnson & Paulette McWilliams],320,1975,4692,3
13458,West Coast Ghost,625,1957,4696,3
13459,Tryin' to Find Out About You,181,1975,4692,3
13460,The Way You Look Tonight,142,1956,722,3
13461,When Your Lover Has Gone,191,1955,4351,3
13462,"Top Hat, White Tie and Tails",190,1956,722,3
13463,Cheek to Cheek,178,1956,722,3
13464,Sugar Rum Cherry (Dance of the Sugar-Plum Fairy),181,2013,4676,3
13465,I See Your Face Before Me (2013 - Remaster),214,1955,4351,3
13466,Let's Call the Whole Thing Off,207,1956,722,3
13467,"Serves Me Right (Take 4, Alternate)",278,1958,4716,3
13468,Scenes in the City,679,1957,4696,3
13469,Paranoid (feat. Leon Ware),165,1975,4692,3
13470,Just a Little Taste of Me (feat. George Johnson),208,1975,4692,3
13471,Blue Skies,177,1956,4351,3
13472,All of Me,138,1956,4351,3
13473,A Foggy Day,156,1956,722,3
13474,"Cry Baby (feat. Melvin ""Wah Wah Watson"" Ragin)",260,1975,4692,3
13475,Danzas Cubanas,382,2013,4746,3
13476,Moonlight in Vermont (2013 - Remaster),188,1955,4351,3
13477,"Sidewalks of New York (Take 4, Alternate)",314,1958,4716,3
13478,Let's Face the Music and Dance,139,1956,722,3
13479,Great Is Thy Faithfulness,188,2005,4719,3
13480,A Fine Romance,181,1956,722,3
13481,Present (Live),720,2015,4714,3
13482,Space Cafe (Superclap Cut),335,2012,4747,3
13483,The Man I Love (Electric Jazz Mix),360,2009,4747,3
13484,Jazz In The House (Sax Groove Mix),349,2009,4748,3
13485,I'll see you in my dreams,241,2021,4749,3
13486,Minor swing,305,2021,4749,3
13487,Cool Blue Energy (Pad Groove Cut),304,2007,4750,3
13488,La vida con swing,299,2021,4749,3
13489,Swing 48,170,2021,4749,3
13490,"Don't Worry, Be Happy",291,1988,4751,3
13491,Choti,190,2021,4749,3
13492,O Tannenbaum,309,1965,4364,3
13493,Douce ambiance,220,2021,4749,3
13494,Be Thankful For What You've Got (2012 Mix/Master),249,1991,475,3
13495,Tchavolo swing,304,2021,4749,3
13496,Django's castle,265,2021,4749,3
13497,Double jeu,241,2021,4749,3
13498,Swing 41,230,2021,4749,3
13499,Latch (feat. Sam Smith),255,2012,4583,3
13500,Indifférence,308,2021,4749,3
13501,"Don't Worry, Be Happy",294,1988,4751,3
13502,Saltwater Experience (Jazzgroove Mix),311,2012,4752,3
13503,2012 (feat. Thr3efourteen),340,2012,4753,3
13504,I Got a Woman,171,1957,4754,3
13505,2012,218,2010,4755,3
13506,Rudolph the Red-Nosed Reindeer,150,1993,4607,3
13507,Just the Two of Us (feat. Bill Withers),438,1980,3929,3
13508,Red,546,2011,4756,3
13509,Pinocchio,271,2011,4757,3
13510,Rudolph the Red-Nosed Reindeer,178,1957,4758,3
13511,2012,382,2009,4759,3
13512,Fantazy of Vagif Mustafazadeh (Live Jazz 2012),283,2012,4760,3
13513,Twist & Crawl (2012 Remaster),154,1980,4761,3
13514,Des,254,2011,4757,3
13515,Blue Lines (2012 Mix/Master),261,1991,475,3
13516,"Constant Travellers, Pt. 1",572,2011,4756,3
13517,"Constant Travellers, Pt. 2",232,2011,4756,3
13518,Caligula,245,2011,4757,3
13519,2012,583,2015,4762,3
13520,Space Cowboy,386,1994,966,3
13521,Rudolph the Red-Nosed Reindeer,135,2006,4231,3
13522,Just the Way You Are (Single Version),253,1977,4763,3
13523,2012,297,2012,4764,3
13524,2012,321,2007,4765,3
13525,Too Nice to Talk to (2012 Remaster),187,1981,4761,3
13526,Willow Weep for Me,317,1964,4364,3
13527,Autumn Leaves (2012 Remastered),658,1958,4328,3
13528,"2012 (feat. Gaetano Partipilo, Raffaele Casarano, Mirko Signorile, Marco Bardoscia & Fabio Accardi)",486,2012,4766,3
13529,Alice in Wonderland,430,2004,4767,3
13530,Just The Way You Are,300,2002,4678,3
13531,Midriff (2012 - Remaster),198,1959,4768,3
13532,Autumn Leaves (2012 Remastered),207,2007,4769,3
13533,Late Date (2012 - Remaster),215,1959,4768,3
13534,2012,499,2015,4770,3
13535,Alice In Wonderland (Take 1),424,1961,4302,3
13536,C'est si bon (2012),196,2012,4771,3
13537,In a Dream,356,2018,4772,3
13538,Masara (feat. Yusef Lateef) [Live],390,2014,4773,3
13539,2012,456,2012,4774,3
13540,Alice in Wonderland,263,2024,4775,3
13541,Love For Sale (2012 Remastered),426,1958,4328,3
13542,2012,392,2012,4776,3
13543,You Don't Know Me,228,1972,4777,3
13544,Just the Way You Are,226,2009,4607,3
13545,2012,226,1999,4778,3
13546,Around the World,200,1958,3986,3
13547,Day By Day,304,1988,4779,3
13548,Day By Day,157,1961,3986,3
13549,2012,204,2009,4780,3
13550,Alice in Wonderland,244,1975,4781,3
13551,Man of the Hour (Remastered 2012),177,2009,3435,3
13552,One For Daddy-O (2012 Remastered),504,1958,4328,3
13553,2012,102,2011,4782,3
13554,Pristine (2012 - Remaster),339,1959,4768,3
13555,2012?,280,2008,4783,3
13556,It's Gonna Be (Remastered 2012),191,2009,3435,3
13557,Gettin Back To You (feat. Deee Jazz) [Dee Costa Remix],467,2012,4784,3
13558,2012,103,2019,4785,3
13559,Les yeux ouverts (2012),310,2012,4771,3
13560,Jardin d'hiver (2012),258,2012,4771,3
13561,2012,333,2006,4786,3
13562,La belle dame sans regret (2012),360,2012,4771,3
13563,Poinciana (feat. Yusef Lateef) [Live],562,2014,4773,3
13564,Day By Day,259,2004,4787,3
13565,Alice In Wonderland (Take 2) [Live],514,1961,4302,3
13566,Nice Work If You Can Get It (2012 - Remaster),188,1956,722,3
13567,Box Clever,484,2012,4788,3
13568,Somethin' Else (2012 Remastered),488,1958,4328,3
13569,Montecarlo Nights (Love Deluxe mix),304,2012,4586,3
13570,Ibiza 2012 Chill (Jazz Lounge),438,2012,4586,3
13571,Nouvelle loungeset (Cafe Noir de Paris vs. Musique Vague du Crepuscule Mix),329,2012,4586,3
13572,Day By Day,289,1969,4789,3
13573,Dancing In the Dark (2012 Remastered),247,1958,4328,3
13574,Day By Day,297,2024,4790,3
13575,Alice in Wonderland,278,2018,4791,3
13576,C'est merveilleux (2012),198,2012,4771,3
13577,"Alice in Wonderland (Romance Ver.) [From ""Alice in Wonderland""]",273,2020,4792,3
13578,Don't Cry for Me Argentina,414,2012,4793,3
13579,Alice In Wonderland (Take 1) [Live],423,1961,4302,3
13580,Pablo's Blues 2012 (Tarantino Mix),237,2012,4794,3
13581,Alice In Wonderland (Take 2),510,1961,4302,3
13582,Angel Eyes,416,2012,4795,3
13583,We’re in This Love Together (2012 Japan Remaster),227,1981,4796,3
13584,The Lady Wants to Know (Japan 2012 Remaster),287,1977,4797,3
13585,La Bilirrubina,300,2018,4798,3
13586,Come Back to Me (feat. Duke Ellington And His Big Band),201,1967,4799,3
13587,Drop,208,2009,4800,3
13588,Let the Church Say Amen,240,2013,4520,3
13589,Chez moi (2012),155,2012,4771,3
13590,T'es pas un autre (2012),257,2012,4771,3
13591,Tyrone (Amarantine vs. Hans Zwielicht Mix),258,2012,4586,3
13592,Day By Day,129,1965,4801,3
13593,Shifting the Atmosphere,221,2013,4520,3
13594,They Can't Take That Away from Me (2012 - Remaster),181,1956,722,3
13595,Invitation (Live),672,2014,4773,3
13596,Just The Way You Are,207,1980,3986,3
13597,The Days of Wine and Roses,386,2012,4795,3
13598,Stella By Starlight,373,2012,4795,3
13599,God Bless the Child,356,2012,4795,3
13600,Awesome,297,2013,4520,3
13601,Beautiful Love,275,2012,4795,3
13602,I'm So Lonesome I Could Cry,302,2012,4795,3
13603,Alice in Wonderland (Live),281,1968,4305,3
13604,Solar,261,2012,4795,3
13605,You Go to My Head,354,2012,4795,3
13606,2012,113,2013,4802,3
13607,2012,110,2012,4803,3
13608,Comme je crie comme je chante (2012),221,2012,4771,3
13609,Autumn Rain (Live),495,2014,4773,3
13610,For Minors Only (2012 - Remaster),350,2014,4743,3
13611,A God Like You,184,2013,4520,3
13612,Mornin' (2012 Japan Remaster),257,1984,4796,3
13613,Ibiza 2012 Erotic Sounds,213,2012,4804,3
13614,My Testimony,265,2013,4520,3
13615,Around the World (In Eighty Days),174,1957,4231,3
13616,Freedom Jazz Dance,580,2012,4805,3
13617,I Feel Good,241,2013,4520,3
13618,Circles,396,2012,4806,3
13619,Blue Moon (Live),512,2014,4773,3
13620,J'entends Le Moulin (I Hear the Windmill) (arr. E. Crocker),149,2012,4807,3
13621,Take Me to the King,261,2013,4520,3
13622,Dear Lord (feat. Roy Haynes),336,1970,4323,3
13623,Go Get It,239,2013,4520,3
13624,I Need Your Glory,239,2013,4520,3
13625,Alice In Wonderland,570,1957,4808,3
13626,Come Back to Me,162,1994,4809,3
13627,Alice In Wonderland (feat. Philip Catherine),402,2022,4291,3
13628,2012,976,2010,4810,3
13629,In the Middle,224,2013,4520,3
13630,Dance with Me (Si Tú No Bailas Conmigo),268,2020,4811,3
13631,Alice In Wonderland (Mono Version),566,1957,4808,3
13632,Day By Day,327,2008,4812,3
13633,One More Time,223,2013,4520,3
13634,You've Got a Friend In Me (Acoustic Version),135,2012,4813,3
13635,Running Up That Hill (A Deal With God) [feat. Sweet Megg],261,2022,4562,3
13636,Bayou Breakdown,291,2012,4814,3
13637,Don't Stop Believin',243,2017,4562,3
13638,Life & Favor,286,2013,4520,3
13639,Alice In Wonderland,155,2005,4815,3
13640,I Hear the Sound (Of Victory),220,2013,4520,3
13641,Just the Way You Are,302,2006,4816,3
13642,Ribena,315,2012,4817,3
13643,Spiritual,175,2013,4520,3
13644,Transition,931,1970,4323,3
13645,Around the World,145,1961,4818,3
13646,Smoke On the Water,264,2005,4819,3
13647,"My Refuge, My Strength",178,2013,4520,3
13648,Be Still,231,2013,4520,3
13649,The Gypsy (Live),247,2014,4773,3
13650,Dirty Diana (Jackson State '23),105,2023,4377,3
13651,It's Not Over (When God Is In It),244,2013,4520,3
13652,Alice In Wonderland (feat. Roberta Gambarini),358,2006,4820,3
13653,Alice In Wonderland,337,2015,4821,3
13654,2012,98,2014,4822,3
13655,Jazz 2011,336,2012,4823,3
13656,Passin' Me By,303,1992,4824,3
13657,"Theme from New York, New York",204,2008,3986,3
13658,Frosty the Snowman,133,1962,4231,3
13659,A House is Not a Home,1064,2012,4825,3
13660,Winter Wonderland,144,1962,4231,3
13661,The Little Drummer Boy,180,1962,4231,3
13662,2011,1024,1984,4826,3
13663,Loosley,306,2012,4827,3
13664,O Holy Night,214,1962,4231,3
13665,2011 (For James Casey),286,2024,4828,3
13666,You're the Top,301,2011,4829,3
13667,I Wish You a Merry Christmas,115,1958,4231,3
13668,Have Yourself a Merry Little Christmas,170,1962,4231,3
13669,What Child Is This? / The Holly and the Ivy,200,1962,4231,3
13670,White Christmas,94,2006,4231,3
13671,Hark! The Herald Angels Sing / It Came Upon a Midnight Clear,186,1962,4231,3
13672,Prepare to Be,342,2012,4830,3
13673,Gethsemane,329,2012,4831,3
13674,Let It Snow! Let It Snow! Let It Snow!,125,1962,4231,3
13675,Cloudspotting,531,2012,4832,3
13676,Jingle Bells (Remastered 1999),122,1991,3986,3
13677,The Littlest Angel,240,1962,4231,3
13678,Have Yourself A Merry Little Christmas (Remastered),206,1957,3986,3
13679,White Christmas (feat. Ken Darby Singers & John Scott Trotter and His Orchestra) [1947 Version],185,1947,4231,3
13680,2011,408,2011,4833,3
13681,She Moved Through the Fair,853,2012,4834,3
13682,I remember jazz (2011.10.16渋谷公会堂ライブ),373,2012,4835,3
13683,Jonny,501,2012,4836,3
13684,The Christmas Song (Chestnuts Roasting on an Open Fire),260,2011,1186,3
13685,Mustapha,181,1978,108,3
13686,Tanglewood 63,557,2012,4827,3
13687,Jealousy,193,1978,108,3
13688,Let Me Entertain You,186,1978,108,3
13689,Jealousy,193,1978,108,3
13690,Dreamer's Ball,210,1978,108,3
13691,The Blue Groper,845,2012,4831,3
13692,Let Me Entertain You,186,1978,108,3
13693,Dreamer's Ball,210,1978,108,3
13694,Mustapha,181,1978,108,3
13695,The Great Gig In the Sky (Featuring Kirsty Rock),265,2003,4837,3
13696,Beautiful Day,224,2011,1369,3
13697,Dead On Time,203,1978,108,3
13698,If You Can't Beat Them,255,1978,108,3
13699,Jazz,390,2010,4838,3
13700,In Only Seven Days,150,1978,108,3
13701,If You Can't Beat Them,255,1978,108,3
13702,"The Phantom of the Opera (Live at the Royal Albert Hall, 2011)",316,2011,4839,3
13703,In Only Seven Days,150,1978,108,3
13704,What You Left Behind,336,2012,4827,3
13705,I Have a Dream,526,2012,4840,3
13706,Lost,442,2012,4830,3
13707,Dead On Time,203,1978,108,3
13708,More of That Jazz,254,1978,108,3
13709,Leaving Home Ain't Easy,195,1978,108,3
13710,Let Me Love You [With Kim Sanders],212,2009,1369,3
13711,More of That Jazz,254,1978,108,3
13712,Fun It,209,1978,108,3
13713,Fun It,209,1978,108,3
13714,Leaving Home Ain't Easy,195,1978,108,3
13715,You [Colbie Caillat],253,2008,1369,3
13716,Nightflight,347,2007,1369,3
13717,Superstition,671,2011,4546,3
13718,Letting Go (Rinzen Remix),263,2025,4841,3
13719,Airegin,329,2011,4842,3
13720,Schiller,353,2011,1369,3
13721,Street Party,377,2012,4843,3
13722,Above and Beyond,390,2010,4844,3
13723,Das Glockenspiel,227,1998,1369,3
13724,Sehnsuchnt [With Xavier Naidoo],239,2008,1369,3
13725,2011,70,2021,4845,3
13726,Always You [With Anggun],229,2011,1369,3
13727,Paradise 2011 - Percussion,103,2011,4846,3
13728,Breathe [With September],253,2008,1369,3
13729,Azure,318,2010,1369,3
13730,Summernight,284,2011,1369,3
13731,I Will Survive (feat. Sara Niemietz),241,2016,4562,3
13732,Echoes of Angels / Introductions (Live),386,2015,4847,3
13733,Morning Dew [With Mike Oldfield],241,2011,1369,3
13734,Just Like Heaven (Bestival Live 2011),227,2011,832,3
13735,Time For Dreams [With Lang Lang],190,2007,1369,3
13736,I Will Survive,271,2002,4848,3
13737,A Love Supreme (Live),585,2015,4847,3
13738,Black Satin / Smooth Criminal / Black Satin / Land of 1000 Dances (Live),569,2015,4847,3
13739,Visions,432,2011,4546,3
13740,Fate/Hope,275,2012,4827,3
13741,Moves Like Jagger (Yes! Workout Remix),305,2011,4849,3
13742,"Lotus Land Op 47, No. 1 / Don't Let Me Be Misunderstood (Live)",330,2015,4847,3
