usuario_id,musica_id,contagem
620,25734,9
847,32469,20
1623,14889,91
1570,31787,36
1848,12454,13
586,9490,72
1235,39574,94
734,44529,27
464,4087,9
1006,31847,94
1634,27596,46
1450,2962,83
1930,30220,21
172,17232,56
1516,27733,2
693,6936,85
1070,29310,24
994,36608,52
1353,17808,82
81,154,16
499,9768,56
1716,20395,2
185,5207,65
96,37398,20
604,5989,49
24,102,18
932,24990,91
610,9559,85
165,24344,67
1480,35885,40
950,16432,52
1063,1904,77
1906,4924,87
160,8134,98
1431,27361,87
778,5497,87
1549,14456,30
229,10160,49
871,15019,13
1725,10685,27
952,35200,97
1667,12519,64
1023,12831,11
446,38584,13
1177,10913,34
49,6082,33
1606,37982,5
931,397,89
407,30992,34
312,13057,28
905,6176,80
1827,34846,55
1615,47244,54
389,25997,79
874,29988,97
25,12624,92
575,5237,8
1742,18495,26
1672,44205,13
1757,21042,35
326,41756,98
893,18074,65
30,45293,93
432,34817,24
1095,41858,33
620,39196,80
1402,34833,73
1781,13188,5
144,22130,56
1133,26507,76
438,15633,70
1127,39139,24
1999,23931,87
1639,47614,25
1228,34400,91
1998,10468,55
1606,29624,87
1162,11942,83
725,17178,10
245,49124,87
1324,902,66
1392,9968,82
1030,40219,79
523,19422,43
813,16818,74
1910,14368,50
1408,6719,58
1758,3406,21
1837,16287,76
1599,14380,24
1805,19506,82
696,17827,88
1227,38266,98
1934,5516,68
129,1293,38
1146,12269,18
1968,24818,100
1463,11991,93
1742,13267,13
683,23147,73
703,46727,95
48,19528,84
1129,14815,32
1735,21874,35
306,14400,88
988,8860,93
492,44322,15
1905,10978,91
1315,17807,100
788,33081,35
1834,25327,1
731,6457,64
1703,30955,35
1146,45579,96
1015,14638,57
1405,36282,2
1598,5183,15
1665,32521,8
608,47585,21
1664,2083,68
1555,41515,10
1016,4892,15
256,16094,7
809,5360,73
1904,16494,84
1767,27323,42
1956,38030,26
1875,22216,4
1372,5749,23
1465,39854,37
1816,39407,55
650,22868,81
221,24115,80
1765,2242,88
1404,15569,95
1818,48142,92
256,22839,41
1849,39980,45
1026,6289,1
624,17094,11
1959,44151,77
203,48983,49
742,33355,82
555,31593,7
587,14095,7
1898,20031,97
429,15858,77
954,1543,56
981,45225,2
806,4821,39
45,47315,99
844,19792,58
512,12064,60
1312,46940,96
289,30247,59
1270,6931,63
1947,2799,99
132,34493,49
909,2041,51
1740,5403,96
182,44287,6
976,15032,34
1880,31766,5
1701,15294,2
1806,19110,6
1486,19443,50
1219,39818,68
1114,21333,11
475,42857,29
1,6824,92
1034,47267,43
967,47599,2
1977,9269,65
459,14117,81
1037,41593,68
1510,33246,35
50,23821,79
1609,402,67
1844,42248,45
1523,29106,5
1359,22188,10
1045,38875,27
1019,14502,59
1646,41700,24
1476,9941,85
1142,44595,39
343,47821,33
654,1790,82
1931,33091,25
1244,10610,21
1757,19738,66
13,14530,1
937,2631,60
565,33737,17
13,23371,84
740,9089,39
811,18008,98
396,14483,12
368,4149,82
269,40866,25
1764,19475,84
30,36457,2
266,31072,13
611,41835,73
1635,43095,72
1649,23246,97
1766,46863,66
721,1813,56
399,8187,9
764,7548,53
1457,13118,80
1838,17361,21
1958,18690,47
570,48649,28
1504,48908,5
732,9707,82
516,15460,71
1436,48803,23
872,22557,20
1409,17513,25
792,17246,82
864,39719,5
1282,4399,78
489,44137,4
1199,24103,45
1367,42427,70
329,8829,74
602,10295,74
1196,10775,63
1858,22778,57
1628,43612,97
2000,46652,19
316,45799,75
1472,5479,72
476,7761,7
959,8443,17
1106,6654,75
1176,49098,54
1450,43435,32
802,21801,90
1060,25789,47
1433,36680,45
1751,32514,40
361,49570,83
1305,18591,27
644,43012,77
636,30791,84
532,22740,50
1763,25593,46
1579,32559,12
404,20410,5
209,23331,89
1253,36751,38
259,3635,35
103,3077,27
479,12238,95
1661,29656,33
854,46142,94
451,21693,84
1759,38283,64
63,39723,98
1579,22183,33
2,15549,4
226,47964,3
933,39239,99
1926,25201,67
1222,5187,26
341,29446,79
547,50054,79
466,11304,57
264,29862,72
403,29131,41
531,45809,26
342,39477,96
1250,29108,23
303,9649,100
1274,13453,46
92,42965,10
856,31492,99
1435,42820,67
1907,32590,79
447,24342,70
715,45470,21
1055,21039,41
594,29492,94
1581,19923,79
905,25952,39
1938,39088,1
680,14748,83
1077,7597,21
194,11274,57
151,22486,49
61,32839,36
949,33100,53
42,34609,45
964,48121,58
290,42236,21
145,4495,98
827,11140,23
774,38615,84
848,47232,22
19,32455,78
1137,48235,46
1113,20041,56
520,28710,91
698,3819,82
551,32767,89
337,13992,83
1897,46621,95
1060,44627,10
40,5057,34
701,35492,2
637,29805,93
1607,44185,15
1606,29913,100
15,41301,73
1257,30697,71
825,12196,69
1481,15747,46
334,38830,19
805,30074,60
672,18493,74
1690,4507,32
200,6224,55
1937,45765,46
1443,13949,3
1113,27560,23
1464,13614,84
1105,34304,3
1986,18516,87
436,35625,37
1739,2797,68
50,11739,16
1817,23465,19
393,38700,17
847,2255,43
1213,29081,7
10,43997,81
386,16907,9
805,43565,87
1685,33795,74
1223,10185,41
93,43761,31
1544,18734,51
667,16722,38
762,9634,66
1258,41152,27
790,21315,14
1685,32984,81
965,32548,32
1922,24382,95
1474,44430,93
1130,39100,9
1231,29029,48
1409,646,67
96,45051,67
883,17071,82
138,25811,35
1399,14049,5
1778,28219,80
377,16057,41
266,14493,66
1789,17942,30
1643,8331,60
1933,21770,16
1785,21982,91
712,21116,96
1299,1234,41
1274,40352,41
360,40366,34
968,47607,1
1914,27049,9
1779,34021,27
1566,39050,17
1267,7400,22
51,18887,57
1035,18299,60
1263,42442,20
670,28887,14
281,34013,30
855,47800,65
1498,10890,73
219,22560,3
1032,5844,64
1858,25802,53
1701,18576,3
427,329,16
1366,14056,44
1435,39603,61
1051,892,20
381,37256,34
1352,7258,95
771,41253,35
1041,31451,30
1584,18736,47
61,49399,44
257,39392,100
1145,6690,83
695,31550,19
1298,46340,95
536,27816,19
1483,29579,30
1275,22542,31
1270,26015,20
1883,2650,37
1523,5461,29
1400,24213,35
234,1394,99
1885,17000,48
1108,26517,18
1238,22531,92
1428,4584,14
1215,6883,90
1599,18190,41
1858,12461,13
1501,6455,52
1215,23390,66
1299,5447,39
23,45884,15
1995,5168,90
1365,12206,43
739,36760,4
1585,49337,80
449,19109,6
590,44013,100
715,38587,83
1120,2848,62
1783,49559,92
1907,27247,8
1065,49112,30
408,34864,64
113,6111,35
473,24732,6
665,39312,43
1046,6815,6
473,24058,51
788,31668,20
1949,45599,60
704,19237,75
942,42116,53
819,33586,60
1836,13064,44
963,43607,3
759,18113,35
1612,26623,92
850,459,9
864,12795,19
947,14324,22
772,4593,100
750,1418,51
1530,30171,55
1743,46595,16
852,4766,36
1669,43001,17
1092,37142,59
1437,29905,54
1324,43140,7
1307,45934,67
1806,1294,78
628,11165,38
956,2752,30
366,18023,82
633,23248,10
799,19555,8
1901,21780,82
1150,29325,54
599,45570,30
1292,38970,100
1737,24914,86
1443,9737,94
533,45534,40
193,40258,56
1125,29969,16
1206,49785,45
1148,38751,80
790,46027,72
78,12193,37
618,2138,36
60,17465,66
47,40992,53
1496,15090,78
932,9731,87
975,16691,17
136,7819,61
501,47593,96
780,12105,44
823,8185,48
330,41188,89
734,46603,22
1713,33696,98
71,45377,13
318,11674,18
61,37964,85
1374,37062,12
191,47390,58
530,25804,69
426,5905,8
447,38701,35
1655,25642,86
1127,31791,96
460,43045,26
536,17937,90
1744,12289,53
764,47400,60
1036,10490,63
639,33982,31
931,3995,74
1957,27447,92
574,23379,20
1024,30157,65
994,6839,90
521,7928,22
377,23507,38
444,38038,73
859,12120,22
133,26748,25
810,26411,23
904,20116,97
1300,3494,4
1699,16784,36
905,22574,10
806,9557,59
531,9125,36
369,29068,32
391,28261,86
538,3600,24
244,27168,84
1582,44,25
1745,6253,11
935,32830,91
1489,38138,99
1623,36529,72
170,13246,10
1890,32025,72
41,35675,38
8,45856,90
1435,6451,13
670,20661,96
532,26498,49
1696,38036,95
1742,31984,80
904,30600,16
187,8638,62
1564,38773,88
314,48469,26
1007,17203,79
380,42733,26
1879,40141,73
674,39390,7
1513,4742,23
302,28988,36
16,27228,45
824,36001,8
1206,39499,19
1155,14210,95
143,47079,88
85,15205,55
1334,13446,94
682,48439,69
1789,28363,28
350,39826,22
1027,13824,60
1562,44342,21
542,18839,83
1615,35166,4
1729,44826,8
1678,42983,100
1589,36731,25
989,47734,43
210,24673,18
726,11190,54
461,36901,19
1542,13241,83
367,31733,27
1901,43736,35
703,45199,88
458,13720,66
331,32775,96
1651,8790,11
1184,34407,7
1895,10616,66
24,40109,83
1621,41556,50
1335,41622,67
843,38693,4
418,14446,65
1723,30472,36
558,8581,87
756,36605,45
1919,3201,75
27,15672,31
1793,34433,72
284,49383,94
61,46935,100
1612,2556,43
732,2292,4
1248,23283,59
1155,6767,49
1292,6088,79
1574,26256,6
1576,41554,12
709,10925,56
927,27244,85
125,9855,34
352,11941,25
1712,15942,25
1944,31494,40
465,5517,78
1437,24433,93
1135,31493,6
1650,3309,94
623,28924,43
680,7713,34
1972,49623,39
376,36849,2
518,5695,6
755,15380,31
1748,47121,59
383,3925,96
320,46415,74
962,1746,84
1383,37,5
1789,28366,58
337,11050,6
521,28417,35
1527,9832,13
883,23001,94
564,40786,52
947,22603,64
512,7204,60
1130,21273,61
1758,32650,94
1310,15091,48
1540,34478,9
469,47722,51
891,8393,14
824,44031,23
998,2278,50
1896,37018,26
657,43725,90
1099,32908,72
408,48611,17
1540,37139,70
1410,6380,90
969,2400,64
1001,30181,58
1599,13301,31
1567,2687,17
964,24576,10
1302,7662,89
780,10123,51
704,40258,33
3,13495,62
1246,48795,15
284,27881,100
1162,10695,58
563,10309,35
1973,15619,4
629,29585,51
1430,16844,99
1683,31381,25
1361,12250,10
1277,8043,1
1324,5301,26
965,11150,25
1740,37327,9
1538,41299,7
1324,20566,80
277,291,40
1963,47127,69
980,19368,64
1621,15200,43
446,38641,11
1795,37179,53
914,14875,51
635,34513,4
124,22094,50
1245,29597,10
942,24098,98
1846,20363,40
975,33721,85
1676,9169,40
1035,39043,61
1985,26930,56
780,18131,29
120,46020,24
1870,49552,95
1374,34437,17
354,32443,10
1632,18807,57
1092,734,62
1634,36445,19
1797,14457,17
523,26714,21
674,21392,46
554,32217,9
1410,28650,16
1084,21106,16
39,16953,92
384,22529,90
1685,40703,100
1738,20111,1
1769,5207,52
245,44726,90
1451,7025,79
628,43925,68
1686,33757,43
1643,30493,28
1564,18026,23
1972,12029,34
796,30396,19
1617,49614,79
1730,7836,13
1062,28004,89
1208,14371,95
1755,11673,76
1015,41750,95
1365,8478,17
1292,30020,47
685,28039,49
1313,37954,46
1863,8888,30
1407,23849,50
799,49459,28
503,9328,30
676,46880,71
314,35866,36
244,39626,30
1728,28236,40
1102,43357,10
1774,34360,66
362,21541,49
99,9792,72
1254,48307,53
997,35286,99
771,43340,67
871,48855,8
1067,36424,99
135,40075,33
1450,35358,63
1527,29612,63
1536,37297,98
1106,13031,17
235,44466,20
1173,41150,7
1738,28329,39
1509,34463,3
747,2762,54
994,22513,17
413,20416,18
378,9185,95
1232,16103,4
1305,43968,70
899,36593,22
1357,32561,48
1301,20110,63
820,40178,3
786,50,70
104,27891,39
1795,48987,18
574,39943,21
463,42923,59
1421,38583,18
928,4611,73
1558,8391,74
391,29110,78
1897,43992,9
304,48860,49
1062,8157,73
433,26388,62
1705,10882,26
447,27262,41
337,37939,16
839,23801,33
1014,32422,15
1785,3356,27
729,32566,63
1732,45017,87
1436,28022,78
1822,1973,77
753,2850,23
1280,29132,52
1480,8935,33
406,1203,87
289,8356,13
701,36478,68
1551,355,91
1655,38172,69
603,7456,53
747,21197,86
1908,7569,100
1026,7487,85
1091,1215,56
113,43814,46
945,33272,70
1334,39687,66
28,24084,34
779,11490,28
1044,9856,57
1655,5589,69
560,41638,51
96,42342,86
1985,18428,23
1987,43343,2
30,17940,51
1440,17782,46
1537,39354,34
159,38285,57
643,49741,19
108,8487,2
495,4358,4
1493,39039,100
332,16120,86
1287,12623,56
1070,33496,2
76,20583,73
240,37489,17
1880,41481,25
834,42972,89
123,1042,10
1436,32318,85
1137,6434,55
1705,30483,4
136,30042,75
1312,29166,42
880,44333,84
1279,2738,22
1244,35204,73
1164,4095,74
1932,21788,55
1991,7556,21
1694,854,75
586,13776,52
831,32018,3
1329,24805,91
127,23461,80
1160,40867,66
1671,10592,60
447,21113,25
310,43228,69
1627,35671,96
248,17923,87
752,25513,76
1822,28700,5
260,49883,47
1408,5099,100
1664,558,9
816,19753,8
1852,45006,56
1299,41493,14
576,34074,47
1391,47961,89
1405,41174,30
786,20981,33
1747,22500,17
1606,44059,49
62,38023,48
1198,35354,25
1585,34171,73
1650,40376,47
1881,26775,56
1590,42176,10
1113,21314,19
526,43682,96
898,1951,22
722,30512,27
1485,31056,92
880,34930,44
750,15904,87
675,1158,3
1448,31668,83
1153,41059,87
124,2370,77
1448,39198,78
643,4434,97
1558,47781,3
1378,6610,14
35,9392,4
1668,19594,97
254,19592,30
960,23266,16
1805,50026,49
202,35167,45
1415,41131,58
559,20515,2
279,11414,48
1709,24974,80
594,13147,14
1581,19587,59
792,37296,81
87,21076,22
1634,28203,71
1786,8370,7
396,12996,93
719,16697,17
1067,24915,89
263,40567,13
1105,11696,37
964,47545,30
1034,26463,33
199,41032,88
261,36794,34
1466,16778,89
1053,7230,76
1155,30518,25
1822,1298,78
126,34447,77
1001,43857,75
739,22293,36
416,38473,21
943,1496,9
24,17511,38
1728,38386,44
1296,963,47
480,43180,58
940,1793,46
37,24492,21
1968,35433,46
606,2722,91
567,22802,86
200,44240,63
930,47009,79
1650,23832,93
1111,25368,1
908,6481,88
1140,4332,2
1936,29884,29
112,44291,53
1931,17311,46
802,43196,88
1849,9592,45
1403,45647,56
1068,45955,86
344,29167,31
226,35862,7
58,46149,23
929,31774,91
170,10832,57
662,14588,88
960,45798,55
1542,36511,77
792,42322,14
1225,24805,67
1445,6222,58
1022,13047,80
676,17849,37
1585,22698,93
14,21614,29
437,43742,24
1969,18562,7
1128,35735,32
743,4913,21
1146,39519,52
1042,32288,41
99,45560,38
84,2483,47
632,17032,65
767,9501,69
297,48693,18
1960,3309,55
688,20479,89
773,18797,76
164,86,96
1362,11596,81
314,22291,12
616,7171,67
1209,12352,88
27,41358,30
963,35904,62
1655,33483,96
227,11226,63
188,13491,59
410,11040,95
685,26170,3
47,41388,82
1519,36888,85
989,7285,6
646,1575,80
776,48033,17
461,8069,25
1953,13487,13
506,5960,69
652,4038,35
1536,35761,9
812,1234,50
967,48710,84
1246,31055,95
235,26371,57
1423,22412,44
129,42460,4
18,6429,52
1324,22130,46
362,2363,72
1026,3089,75
1818,40564,47
956,17261,78
765,38164,64
1887,27886,82
1372,33054,58
857,30948,94
821,27306,74
121,34316,88
786,44244,56
1796,17717,76
950,4963,45
1043,13912,7
1927,9611,29
235,7675,63
1234,2101,86
103,47082,43
991,42496,19
1296,12789,65
1450,32105,36
719,46041,68
1625,22455,77
511,45558,74
846,41415,46
135,13766,6
1858,46422,9
1841,9623,85
923,18677,29
537,30068,36
1429,18052,18
377,45024,26
1189,43208,93
1891,8162,100
1906,8063,16
1000,9192,48
307,33072,37
1262,10717,87
433,28087,48
1217,49841,53
1357,35034,7
1051,42490,1
1260,32314,41
128,23261,63
636,12569,62
167,14337,49
451,36555,78
1380,42526,83
1544,33320,32
41,2940,39
885,1115,23
1033,22224,38
123,16283,99
620,26932,71
672,7376,93
1370,20741,32
794,21266,54
662,29315,76
604,26513,89
1913,12393,48
1902,22320,9
900,45476,85
1397,38960,64
1553,2462,7
1148,9182,24
955,905,89
1914,25150,39
43,4165,90
407,7638,88
130,26263,5
1927,8300,35
258,11767,36
1218,6530,63
531,49727,3
287,14710,95
1546,12414,2
1335,6336,3
1940,38974,34
1012,30086,88
1144,185,79
1520,39797,87
1284,48908,37
694,24613,45
303,16377,39
1837,2298,92
1848,31845,70
1122,1765,17
1358,28166,95
941,35941,63
1101,18549,42
1433,25166,69
1050,986,89
1895,8326,22
1558,18285,63
536,15758,94
1787,31668,3
1684,16793,18
1126,46549,28
764,47767,77
791,69,68
1327,20939,78
1760,2160,54
715,15427,99
233,15993,88
1876,32069,97
1511,22569,9
907,38653,31
694,43386,44
115,45935,55
479,41121,54
1247,46631,77
1984,40798,8
505,25519,18
1958,34838,65
1658,15329,72
1343,20402,48
1385,1031,67
455,6881,86
119,12848,84
1468,5686,16
1354,25550,28
1014,19402,43
1540,42410,77
1438,23727,39
1159,45440,33
754,25858,76
339,23986,17
1997,1148,47
1683,40786,24
1495,6615,99
679,10950,96
1397,42992,21
1702,13987,49
1378,42934,64
346,7641,1
1139,36542,95
1764,27170,19
1219,32696,34
481,15788,90
1481,48356,67
825,14225,33
1731,23821,79
1095,29,18
1570,24731,66
1895,39806,8
851,38197,99
299,39539,27
469,6647,2
158,6567,31
1185,47192,18
1721,41096,83
901,27778,95
543,17945,4
1992,26877,46
980,28149,18
448,30340,82
794,2882,42
403,47868,75
630,35562,11
1380,7608,56
554,46840,8
1707,16095,14
982,17882,84
802,29044,63
266,32949,3
877,13134,76
734,49359,93
1209,44783,30
662,20447,36
934,40968,50
1296,47471,70
15,5923,66
1054,21476,55
920,27967,95
441,8559,14
1470,19866,71
1967,11924,9
528,44847,20
1565,13785,2
1512,22822,32
1165,32077,85
1845,20026,53
196,6306,10
996,31935,72
64,10113,89
1445,19105,21
1334,5740,5
1005,35308,51
1430,10418,82
1370,279,99
1592,39329,19
1552,23792,28
1475,43828,45
1747,37374,31
423,40514,39
1517,15107,74
828,17906,54
329,48881,46
1072,32942,3
1119,21796,94
1677,1245,46
827,28446,46
63,9793,66
654,3339,75
988,9870,90
1555,34810,62
830,47458,17
1411,26857,51
1647,38175,27
708,3237,85
1858,40304,34
1125,31449,76
1474,30583,72
850,43073,56
1755,14730,54
1891,42422,2
214,11073,55
1416,280,67
112,13737,33
733,5541,54
1090,42136,75
1998,11257,21
506,46666,96
1305,31410,40
557,19352,12
1774,26176,48
241,13719,33
1101,33247,30
1704,37860,86
919,9617,54
1333,47985,11
1521,4703,79
1545,6484,84
1131,7712,87
978,10827,29
1037,19052,96
748,15625,69
1082,2565,49
80,15833,97
1926,46240,86
411,36321,94
705,10179,46
56,31525,13
537,7282,60
737,24296,55
208,25909,27
853,18345,57
1908,19070,56
1940,25140,41
1195,7790,54
1346,46665,65
1145,44187,31
187,17461,44
56,40931,18
1973,9329,88
65,18032,5
1958,43769,65
296,6015,43
235,24573,97
78,38832,78
1035,25201,60
1337,29411,63
1811,28979,96
1212,6910,22
899,5076,81
1360,38043,24
500,18479,39
1964,22095,22
489,18356,62
686,17820,45
516,31672,86
26,35810,1
1470,4395,9
1938,11175,29
1912,37518,7
107,22639,87
55,37933,56
306,22079,69
978,2884,40
1861,23800,12
122,26726,98
830,2899,45
435,20852,92
980,15507,26
1329,19649,3
1152,9016,56
1895,46963,1
1254,3254,63
843,26399,44
69,22336,26
909,14525,44
1171,17168,87
1108,17052,32
1083,43567,46
846,25136,14
713,3545,31
964,6901,83
1003,18311,21
1484,9127,80
1272,43409,85
64,18880,82
1644,32034,79
1575,45571,30
278,43692,30
821,820,65
294,18055,77
998,11667,20
1353,26382,62
1932,50012,43
65,14372,49
220,8682,67
697,36270,95
874,18310,53
1073,31909,3
498,19444,82
790,29577,76
1524,14903,23
435,24036,97
365,6327,50
936,43825,38
1462,40583,70
960,39941,99
625,36194,28
600,334,79
574,9376,39
1269,8425,71
1700,11130,81
1181,1510,82
514,28591,31
387,42473,11
825,7557,51
1722,20063,26
1041,27458,51
803,18574,91
1960,42183,77
196,48091,43
367,31925,10
73,48508,64
1044,20138,10
1085,30975,28
859,4086,100
234,21554,60
118,23777,34
827,34615,34
415,33074,30
1274,44269,23
1240,33664,1
1000,7033,39
1315,30766,47
1901,9383,69
997,48245,14
428,37933,29
1459,25517,94
202,41924,99
91,2790,52
1546,9305,63
137,21586,21
29,999,86
470,20835,44
1846,29463,92
1230,27798,97
470,24087,27
624,42567,30
1016,413,1
380,22596,7
346,28355,23
231,16977,25
261,20520,62
446,14510,13
518,49260,62
1442,10575,28
535,13396,26
1970,28583,75
1787,44346,41
1614,43398,2
406,22829,73
507,20641,3
1633,36538,46
594,18227,85
6,30047,57
1432,25680,18
1437,13,14
1950,48687,74
374,36299,5
557,8148,47
1772,5395,53
762,5806,37
1919,23040,21
1347,9769,33
369,15760,8
1866,26965,57
322,11,43
139,26582,72
873,20226,58
1902,45740,78
729,34319,18
1165,43837,71
450,38610,92
970,4052,95
600,39967,19
728,14045,70
388,37774,36
462,11245,92
1780,43210,28
108,29277,33
1815,22628,32
725,20691,45
1794,23796,52
261,1948,93
1970,49386,31
768,38892,28
312,31839,47
1752,36248,33
1856,41389,10
1316,26805,78
353,29794,54
378,44670,78
749,19443,44
435,4563,75
1848,32880,68
1570,4684,85
1254,34208,92
165,2257,51
184,33745,13
1528,39238,99
751,15351,33
1855,24681,48
229,8881,10
484,28361,93
1735,18203,53
1168,31994,20
179,16449,20
207,49586,32
456,14843,12
610,32176,97
636,44280,47
191,43228,26
1267,46662,45
821,19954,61
361,26194,33
1831,1714,96
1242,31997,77
1602,22194,83
789,25082,91
1473,41111,91
801,22766,85
1128,203,31
1845,26203,79
83,22559,15
788,37244,100
1381,44224,58
998,16495,66
277,7933,35
481,1726,53
891,30845,99
825,29952,56
910,42105,91
642,17387,1
212,16689,76
1668,44796,81
719,12498,87
1072,15543,84
1541,1879,74
1328,15087,49
1615,48643,46
1577,39191,67
250,2970,96
1642,9240,77
321,22651,24
604,36759,68
643,14740,56
1185,38360,20
1561,25624,66
194,41451,47
1897,7699,20
860,28788,45
424,49728,82
859,29631,27
1618,4006,96
732,20865,83
921,37502,88
133,10407,67
1879,5133,46
1498,16296,96
1514,20434,100
927,4752,29
682,1666,75
444,25175,64
380,5836,8
150,11280,17
1824,21878,45
656,7923,89
1009,36603,85
111,26127,89
1991,34580,26
1137,27371,7
1779,21478,97
258,25812,86
1978,7201,97
363,8530,96
1098,36456,79
102,6479,93
587,46471,35
265,7011,19
11,46152,56
217,28230,74
1168,36455,96
289,7579,66
1938,37446,2
1871,42924,88
1751,34738,20
223,35135,26
77,8167,82
654,21770,46
1312,27350,57
335,6460,79
147,16762,97
1499,23167,56
603,44738,36
1250,12220,30
483,23883,4
491,14909,41
535,12917,6
1666,33103,6
566,38796,86
171,29273,47
472,34860,94
3,31644,8
1318,37337,40
1795,40495,69
840,2514,11
1089,12185,37
1494,30680,83
737,41452,78
1054,45604,64
557,6854,87
504,11530,94
1812,20,21
1210,39384,26
746,44805,27
1074,16409,42
1853,7816,83
1924,33205,67
658,2057,75
927,21061,71
1247,30055,22
1829,27028,34
1645,37807,17
1934,19660,71
1365,19457,52
4,40746,4
1285,14034,85
1808,33781,62
800,18810,44
1874,16573,51
1441,20971,77
836,2566,19
756,36471,77
1069,14036,1
79,6650,31
1056,45379,49
1431,29196,35
187,4581,41
387,6434,53
442,2576,96
333,1016,60
1876,24425,36
1752,39644,24
1094,19863,13
242,10578,28
828,19132,92
309,47432,18
760,25263,88
113,28429,60
898,15427,21
1316,35113,2
240,16703,48
756,17775,62
1320,19271,23
1137,19359,37
1285,11704,54
1085,11226,53
1358,5778,77
507,18732,38
675,8745,84
450,1350,5
1451,21392,6
497,5857,61
657,29388,26
957,16245,74
530,24198,99
988,27693,83
705,21801,42
1890,14926,90
1602,41503,90
874,27362,59
1769,42967,56
752,43766,5
1556,16748,75
35,16974,78
1652,24676,43
1232,26210,96
1921,3013,40
1990,38174,70
1515,26040,77
857,20754,74
1640,45210,26
1649,33023,94
932,8104,65
737,24573,17
1367,7231,8
128,41955,15
1858,19391,94
736,44246,89
1550,47796,26
398,601,23
1200,7352,18
1132,16547,68
966,3431,80
1556,23320,97
1660,15022,99
1847,3666,14
1866,1804,6
1984,33755,22
1365,6319,77
1142,24558,85
1512,8576,99
1448,2782,13
1887,12454,45
1279,5709,76
115,28376,37
1610,5091,98
636,41070,75
844,42879,22
1855,13816,41
405,11064,57
140,12133,39
1823,7455,55
664,44625,46
683,22335,2
1934,7993,48
561,27252,8
1677,7089,33
1392,42265,1
163,39885,62
1656,40895,90
971,11418,66
262,8439,99
262,22465,83
1224,42459,69
1823,18705,23
874,33773,37
281,34964,54
1308,19754,62
337,29094,17
1463,42200,41
670,36627,32
1189,5146,22
1546,33407,56
522,15983,80
1335,29199,100
799,33699,7
1392,25037,30
298,29290,25
1719,9447,97
664,36009,9
1334,49092,92
1833,48462,9
1345,28218,91
595,11153,69
728,33537,38
1658,12234,38
1271,29270,98
532,13688,70
1514,48637,86
1148,35866,29
1878,19160,66
697,45758,35
1436,36738,61
1744,27152,66
1555,29762,14
510,24365,18
692,20759,24
347,18148,11
1446,25889,10
1485,24141,40
887,1067,31
1629,11565,2
524,21911,65
349,38305,80
1094,25153,6
1921,14348,5
1358,37030,47
1357,6483,5
1842,37950,49
1161,20445,89
1563,21903,66
310,38768,83
544,47262,37
746,36628,43
1989,8056,93
516,38340,50
605,19556,49
360,20756,83
1039,11902,30
1401,38240,58
225,47990,12
1749,15761,35
1579,32968,99
798,23769,42
27,15172,46
1958,3755,61
1501,13240,81
254,35263,65
1758,6951,12
1096,34930,7
1647,27949,99
1042,20332,14
808,24706,84
268,17362,97
735,34091,41
1268,6598,90
43,1200,50
963,47930,97
814,27633,63
1966,9089,95
383,19309,87
1307,25020,9
9,7473,48
1851,35370,26
869,43831,82
142,17362,76
299,7676,18
41,16183,75
7,23833,36
581,41413,1
923,46440,56
1895,11724,94
780,29042,98
255,44439,41
1538,28189,28
1622,1179,76
1162,21941,11
1888,2796,16
254,32049,29
691,12105,8
545,38320,7
1284,19457,78
1526,8626,44
1893,5942,15
1163,22738,6
1541,5764,67
160,7511,62
1119,37387,97
694,42557,60
1505,44969,27
236,47384,95
1423,41729,56
1012,38733,41
1830,42310,74
409,33029,81
1321,23975,47
776,8427,91
296,23613,30
118,36069,7
1194,35614,92
650,28412,20
173,31379,26
658,47895,9
987,37562,91
1791,23782,49
1098,19113,76
1263,45604,33
1959,48266,91
457,34416,96
826,4638,84
1817,40211,89
469,36560,99
1889,34798,7
1154,33568,61
246,37099,91
701,44418,63
1205,33802,75
230,33056,65
352,26012,88
242,42533,5
1232,7820,75
1266,16786,17
1235,48254,89
1152,27025,61
677,5994,17
1185,19324,3
681,33961,43
1145,37337,53
1472,46392,25
1015,21350,9
1158,28398,82
1891,46414,46
549,42224,91
1975,21719,6
178,24885,45
1640,32603,99
158,8092,81
1028,42542,82
621,10240,41
758,28761,48
1433,6243,67
1188,11202,91
263,4852,39
1800,5741,8
85,30534,54
788,25131,52
1098,10634,26
917,7577,54
381,37236,34
1457,28116,32
503,26087,18
66,12392,28
996,31522,64
703,18139,18
538,16072,79
1708,45511,84
943,33052,63
598,40785,97
263,974,62
282,19460,16
787,42050,14
954,4767,7
42,5761,27
605,15543,93
1692,15628,16
71,36743,76
735,22538,85
54,28313,37
277,49243,19
875,45439,60
1336,327,36
915,19280,49
426,19010,74
1797,731,34
1708,27578,4
1606,45671,59
972,7461,58
1312,13128,54
863,44956,47
851,46429,38
1224,30170,3
606,44491,87
1948,32692,26
1825,42329,91
348,10680,67
1050,14897,91
1609,5253,46
1149,3408,79
1675,27482,41
481,2215,83
754,28688,45
1950,46524,51
695,14411,51
1577,43214,72
1469,16051,20
1002,42514,61
704,10198,64
1454,24997,11
1056,44056,33
1336,21396,40
882,24258,27
1218,2721,71
379,3672,25
498,12996,43
1484,7057,54
834,23267,72
947,47846,3
36,9762,41
171,6246,82
537,30217,97
476,7878,3
1450,46201,67
1144,46268,30
1966,32586,65
